doc_date,doc_no,source_tx_type,tx_type_name,customer,customer_class,region_manager,warehouse,material_code,material_name,brand,tax_included_amount,batch_no,shipping_channel,audit_date,creator,sales_out_qty,dispatch_qty,invoiced_qty,tx_type,audit_time,remark,source_doc_tx_type,entry_method,tax_included_unit_price,source_doc_no
2026-03-19,SO-00000107,02,调拨出库,客户010,A类,大区经理5,WH-003-电商仓,SKU-0018,物料-02,Brand F,45485.97,B20260319-0107,批发,2026-03-21,员工7,61,87,37,XSCK02,2026-03-21 09:00:00,样品,DDCK01,,165.14,
2026-06-07,SO-00000108,02,退货出库,客户006,C类,大区经理1,WH-001-主仓,SKU-0015,物料-26,Brand F,33583.52,B20260607-0108,直营,2026-06-11,员工6,43,74,25,XSCK01,2026-06-11 11:00:00,,DDCK01,普通,170.13,SRC-00000108
2026-05-13,SO-00000109,02,调拨出库,客户017,B类,大区经理3,WH-003-电商仓,SKU-0002,物料-09,非自营-108,32319.7,B20260513-0109,电商,2026-05-17,员工5,44,48,98,XSCK01,2026-05-17 11:00:00,促销,DDCK02,,459.65,
2026-03-22,SO-00000110,03,退货出库,客户050,C类,大区经理3,WH-003-电商仓,SKU-0011,物料-30,Brand J,28014.17,B20260322-0110,批发,2026-03-24,员工4,99,97,58,XSCK01,2026-03-24 08:00:00,,,,16.48,
2026-05-31,SO-00000111,03,报损出库,客户038,C类,大区经理4,WH-001-主仓,SKU-0029,物料-20,Brand B,2384.24,B20260531-0111,零售,2026-06-04,员工8,66,86,83,XSCK01,2026-06-04 16:00:00,正常,DDCK02,普通,105.04,SRC-00000111
2026-03-19,SO-00000112,03,调拨出库,客户024,C类,大区经理3,WH-001-主仓,SKU-0014,物料-21,Brand H,46602.93,B20260319-0112,直营,2026-03-22,员工7,55,70,23,XSCK02,2026-03-22 17:00:00,促销,DDCK02,调拨,216.75,
2026-04-15,SO-00000113,03,正常出库,客户010,B类,大区经理3,WH-002-次仓,SKU-0022,物料-29,Brand K,31434.08,B20260415-0113,直营,2026-04-15,员工10,86,47,20,XSCK02,2026-04-15 15:00:00,正常,DDCK02,,353.35,
2026-04-15,SO-00000114,01,正常出库,客户008,A类,大区经理5,WH-002-次仓,SKU-0015,物料-27,Brand B,49703.69,B20260415-0114,直营,2026-04-18,员工1,79,10,59,XSCK02,2026-04-18 14:00:00,促销,,普通,327.31,SRC-00000114
2026-04-13,SO-00000115,03,调拨出库,客户021,C类,大区经理2,WH-002-次仓,SKU-0014,物料-25,非自营-114,26914.08,B20260413-0115,直营,2026-04-15,员工6,39,57,89,XSCK02,2026-04-15 13:00:00,促销,DDCK01,普通,338.01,
2026-03-16,SO-00000116,02,报损出库,客户006,A类,大区经理3,WH-002-次仓,SKU-0016,物料-06,非自营-115,35534.53,B20260316-0116,零售,2026-03-18,员工2,5,80,19,XSCK02,2026-03-18 10:00:00,促销,DDCK01,调拨,441.21,
2026-04-21,SO-00000117,04,报损出库,客户021,B类,大区经理3,WH-001-主仓,SKU-0023,物料-26,Brand H,2904.86,B20260421-0117,零售,2026-04-24,员工4,57,13,5,XSCK03,2026-04-24 11:00:00,,DDCK01,普通,69.3,SRC-00000117
2026-04-08,SO-00000118,03,正常出库,客户039,A类,大区经理1,WH-003-电商仓,SKU-0029,物料-12,Brand B,31623.64,B20260408-0118,电商,2026-04-12,员工5,15,61,66,XSCK01,2026-04-12 09:00:00,正常,,调拨,265.86,
2026-03-18,SO-00000119,01,调拨出库,客户024,C类,大区经理4,WH-003-电商仓,SKU-0015,物料-25,Brand E,38256.02,B20260318-0119,零售,2026-03-22,员工8,91,58,9,XSCK01,2026-03-22 14:00:00,样品,,调拨,365.48,
2026-05-23,SO-00000120,02,报损出库,客户033,C类,大区经理1,WH-003-电商仓,SKU-0019,物料-09,Brand G,38947.86,B20260523-0120,零售,2026-05-25,员工6,16,84,11,XSCK03,2026-05-25 09:00:00,样品,DDCK01,调拨,321.7,SRC-00000120
2026-05-22,SO-00000121,04,正常出库,客户018,C类,大区经理5,WH-002-次仓,SKU-0027,物料-07,非自营-120,38528.57,B20260522-0121,直营,2026-05-23,员工2,57,68,96,XSCK03,2026-05-23 17:00:00,,DDCK01,调拨,229.67,
2026-03-23,SO-00000122,04,退货出库,客户028,C类,大区经理2,WH-001-主仓,SKU-0009,物料-30,Brand C,11391.5,B20260323-0122,零售,2026-03-27,员工5,82,84,21,XSCK02,2026-03-27 08:00:00,,DDCK01,调拨,18.39,
2026-04-14,SO-00000123,03,调拨出库,客户032,C类,大区经理4,WH-001-主仓,SKU-0005,物料-12,Brand L,48772.38,B20260414-0123,直营,2026-04-17,员工5,99,86,61,XSCK02,2026-04-17 13:00:00,,DDCK01,普通,39.62,SRC-00000123
2026-04-13,SO-00000124,04,退货出库,客户012,C类,大区经理1,WH-001-主仓,SKU-0005,物料-26,Brand E,49759.59,B20260413-0124,批发,2026-04-17,员工6,25,29,60,XSCK01,2026-04-17 11:00:00,,,,68.28,
2026-04-28,SO-00000125,03,退货出库,客户048,B类,大区经理3,WH-003-电商仓,SKU-0011,物料-25,Brand C,3872.23,B20260428-0125,批发,2026-05-01,员工1,22,16,79,XSCK02,2026-05-01 15:00:00,促销,DDCK01,调拨,178.18,
2026-04-03,SO-00000126,03,报损出库,客户042,B类,大区经理3,WH-002-次仓,SKU-0028,物料-05,Brand E,46828.68,B20260403-0126,批发,2026-04-05,员工8,31,63,16,XSCK01,2026-04-05 08:00:00,,DDCK02,调拨,67.65,SRC-00000126
2026-05-12,SO-00000127,02,报损出库,客户027,B类,大区经理4,WH-001-主仓,SKU-0020,物料-16,Brand H,14543.51,B20260512-0127,批发,2026-05-16,员工3,34,47,9,XSCK02,2026-05-16 16:00:00,样品,DDCK01,,218.78,
2026-06-07,SO-00000128,02,报损出库,客户010,A类,大区经理3,WH-002-次仓,SKU-0025,物料-05,Brand C,34495.28,B20260607-0128,批发,2026-06-10,员工5,87,43,11,XSCK02,2026-06-10 13:00:00,,,,97.53,
2026-04-17,SO-00000129,01,调拨出库,客户046,A类,大区经理1,WH-001-主仓,SKU-0024,物料-12,非自营-128,16971.73,B20260417-0129,批发,2026-04-19,员工7,16,23,82,XSCK01,2026-04-19 09:00:00,促销,DDCK02,调拨,391.79,SRC-00000129
2026-04-24,SO-00000130,02,退货出库,客户042,B类,大区经理1,WH-002-次仓,SKU-0028,物料-24,Brand K,48390.94,B20260424-0130,批发,2026-04-25,员工3,70,30,39,XSCK03,2026-04-25 15:00:00,正常,DDCK02,,437.03,
2026-06-05,SO-00000131,02,调拨出库,客户032,A类,大区经理3,WH-001-主仓,SKU-0004,物料-26,Brand L,5165.04,B20260605-0131,直营,2026-06-08,员工10,59,57,22,XSCK03,2026-06-08 12:00:00,,DDCK02,调拨,200.93,
2026-06-10,SO-00000132,03,报损出库,客户042,A类,大区经理3,WH-002-次仓,SKU-0020,物料-20,Brand D,24937.57,B20260610-0132,直营,2026-06-11,员工6,15,30,39,XSCK02,2026-06-11 12:00:00,正常,,普通,260.55,SRC-00000132
2026-04-15,SO-00000133,02,退货出库,客户026,C类,大区经理5,WH-001-主仓,SKU-0018,物料-09,Brand B,21459.58,B20260415-0133,直营,2026-04-16,员工5,82,67,73,XSCK03,2026-04-16 12:00:00,,DDCK01,,477.21,
2026-05-15,SO-00000134,03,调拨出库,客户025,C类,大区经理2,WH-001-主仓,SKU-0025,物料-23,Brand J,16368.57,B20260515-0134,直营,2026-05-15,员工7,13,56,73,XSCK02,2026-05-15 14:00:00,促销,,,272.4,
2026-04-27,SO-00000135,03,调拨出库,客户011,A类,大区经理4,WH-002-次仓,SKU-0003,物料-07,非自营-134,32312.15,B20260427-0135,零售,2026-05-01,员工10,24,24,49,XSCK03,2026-05-01 14:00:00,,,普通,497.59,SRC-00000135
2026-05-28,SO-00000136,02,正常出库,客户023,A类,大区经理1,WH-002-次仓,SKU-0004,物料-29,Brand B,6639.68,B20260528-0136,零售,2026-05-31,员工3,13,77,9,XSCK03,2026-05-31 17:00:00,,DDCK02,,79.64,
2026-03-14,SO-00000137,01,调拨出库,客户034,B类,大区经理4,WH-003-电商仓,SKU-0014,物料-19,Brand L,35861.45,B20260314-0137,电商,2026-03-15,员工2,65,96,93,XSCK01,2026-03-15 18:00:00,,DDCK02,普通,432.49,
2026-03-12,SO-00000138,01,报损出库,客户040,A类,大区经理5,WH-002-次仓,SKU-0007,物料-20,Brand A,49031.55,B20260312-0138,零售,2026-03-12,员工4,36,76,3,XSCK03,2026-03-12 14:00:00,正常,,调拨,253.63,SRC-00000138
2026-03-16,SO-00000139,04,调拨出库,客户023,C类,大区经理1,WH-001-主仓,SKU-0026,物料-23,Brand H,40247.48,B20260316-0139,直营,2026-03-18,员工3,49,8,0,XSCK02,2026-03-18 19:00:00,样品,DDCK02,,21.13,
2026-06-09,SO-00000140,04,退货出库,客户029,A类,大区经理5,WH-001-主仓,SKU-0008,物料-11,Brand F,43014.84,B20260609-0140,直营,2026-06-12,员工4,82,88,42,XSCK01,2026-06-12 17:00:00,样品,,,486.39,
2026-03-25,SO-00000141,02,调拨出库,客户031,B类,大区经理5,WH-002-次仓,SKU-0024,物料-27,Brand G,18045.87,B20260325-0141,批发,2026-03-26,员工7,48,44,82,XSCK03,2026-03-26 09:00:00,样品,DDCK02,普通,482.87,SRC-00000141
2026-04-07,SO-00000142,01,正常出库,客户007,C类,大区经理3,WH-003-电商仓,SKU-0016,物料-30,Brand C,16311.84,B20260407-0142,批发,2026-04-11,员工5,97,80,4,XSCK01,2026-04-11 15:00:00,样品,DDCK01,调拨,197.8,
2026-03-20,SO-00000143,03,退货出库,客户040,C类,大区经理4,WH-002-次仓,SKU-0020,物料-21,Brand I,25900.71,B20260320-0143,电商,2026-03-20,员工4,43,96,93,XSCK03,2026-03-20 08:00:00,促销,DDCK01,调拨,477.53,
2026-05-29,SO-00000144,04,退货出库,客户033,C类,大区经理4,WH-001-主仓,SKU-0015,物料-12,Brand L,2381.76,B20260529-0144,零售,2026-05-30,员工6,6,34,89,XSCK02,2026-05-30 09:00:00,,DDCK01,普通,79.09,SRC-00000144
2026-03-26,SO-00000145,03,正常出库,客户021,C类,大区经理3,WH-001-主仓,SKU-0007,物料-03,Brand F,47273.37,B20260326-0145,直营,2026-03-30,员工7,81,35,33,XSCK02,2026-03-30 18:00:00,,DDCK02,,343.25,
2026-06-09,SO-00000146,04,报损出库,客户002,A类,大区经理4,WH-003-电商仓,SKU-0026,物料-17,Brand G,7274.88,B20260609-0146,零售,2026-06-10,员工5,68,96,65,XSCK01,2026-06-10 14:00:00,促销,DDCK02,,104.05,
2026-04-22,SO-00000147,02,退货出库,客户018,B类,大区经理3,WH-002-次仓,SKU-0017,物料-07,非自营-146,45160.35,B20260422-0147,电商,2026-04-25,员工7,14,50,23,XSCK03,2026-04-25 11:00:00,正常,DDCK01,普通,130.86,SRC-00000147
2026-05-27,SO-00000148,01,报损出库,客户047,A类,大区经理1,WH-001-主仓,SKU-0022,物料-22,Brand K,4270.75,B20260527-0148,批发,2026-05-30,员工3,30,17,13,XSCK03,2026-05-30 18:00:00,,,普通,391.88,
2026-05-01,SO-00000149,04,退货出库,客户033,A类,大区经理5,WH-001-主仓,SKU-0022,物料-10,Brand L,41148.98,B20260501-0149,直营,2026-05-04,员工7,84,2,40,XSCK01,2026-05-04 17:00:00,,,普通,194.91,
2026-05-13,SO-00000150,01,退货出库,客户037,C类,大区经理5,WH-001-主仓,SKU-0022,物料-23,Brand J,7682.93,B20260513-0150,批发,2026-05-13,员工3,8,90,41,XSCK01,2026-05-13 17:00:00,,DDCK01,,13.49,SRC-00000150
2026-05-02,SO-00000151,03,报损出库,客户034,B类,大区经理4,WH-002-次仓,SKU-0012,物料-15,Brand G,2002.77,B20260502-0151,直营,2026-05-05,员工6,54,54,12,XSCK02,2026-05-05 16:00:00,促销,DDCK02,普通,212.98,
2026-03-15,SO-00000152,02,退货出库,客户020,C类,大区经理2,WH-002-次仓,SKU-0018,物料-30,Brand L,36002.52,B20260315-0152,批发,2026-03-19,员工8,66,44,28,XSCK01,2026-03-19 18:00:00,正常,,调拨,121.75,
2026-04-03,SO-00000153,01,报损出库,客户035,A类,大区经理5,WH-003-电商仓,SKU-0024,物料-02,Brand B,14085.24,B20260403-0153,批发,2026-04-04,员工6,4,81,64,XSCK03,2026-04-04 16:00:00,,,普通,344.83,SRC-00000153
2026-03-26,SO-00000154,02,正常出库,客户050,A类,大区经理3,WH-001-主仓,SKU-0014,物料-13,Brand F,35753.36,B20260326-0154,电商,2026-03-28,员工10,74,49,45,XSCK01,2026-03-28 10:00:00,促销,,调拨,105.28,
2026-04-23,SO-00000155,01,报损出库,客户018,C类,大区经理2,WH-001-主仓,SKU-0015,物料-28,Brand G,27798.75,B20260423-0155,零售,2026-04-27,员工3,84,2,33,XSCK02,2026-04-27 10:00:00,,DDCK02,调拨,422.7,
2026-04-09,SO-00000156,03,正常出库,客户046,A类,大区经理2,WH-003-电商仓,SKU-0015,物料-04,Brand F,5529.49,B20260409-0156,批发,2026-04-13,员工5,60,72,62,XSCK01,2026-04-13 16:00:00,样品,,普通,140.88,SRC-00000156
2026-04-16,SO-00000157,03,退货出库,客户024,A类,大区经理5,WH-001-主仓,SKU-0005,物料-18,Brand J,46613.29,B20260416-0157,直营,2026-04-19,员工9,53,70,3,XSCK03,2026-04-19 17:00:00,,,调拨,202.58,
2026-03-24,SO-00000158,02,报损出库,客户008,C类,大区经理5,WH-003-电商仓,SKU-0016,物料-24,Brand I,22670.48,B20260324-0158,零售,2026-03-24,员工8,99,9,27,XSCK01,2026-03-24 19:00:00,,DDCK01,,156.04,
2026-04-12,SO-00000159,03,退货出库,客户030,A类,大区经理5,WH-003-电商仓,SKU-0005,物料-23,Brand B,36748.92,B20260412-0159,零售,2026-04-13,员工6,74,1,82,XSCK01,2026-04-13 15:00:00,正常,DDCK02,普通,325.52,SRC-00000159
2026-05-21,SO-00000160,04,报损出库,客户044,B类,大区经理3,WH-001-主仓,SKU-0002,物料-01,Brand E,25100.93,B20260521-0160,批发,2026-05-21,员工9,92,69,0,XSCK01,2026-05-21 08:00:00,,DDCK01,,59.57,
2026-05-09,SO-00000161,01,正常出库,客户010,C类,大区经理2,WH-002-次仓,SKU-0020,物料-02,Brand E,30257.64,B20260509-0161,批发,2026-05-10,员工2,15,9,35,XSCK02,2026-05-10 13:00:00,样品,,,244.27,
2026-06-05,SO-00000162,03,正常出库,客户023,B类,大区经理4,WH-002-次仓,SKU-0028,物料-02,Brand G,15208.4,B20260605-0162,批发,2026-06-06,员工9,1,14,12,XSCK02,2026-06-06 14:00:00,促销,DDCK02,调拨,173.88,SRC-00000162
2026-04-08,SO-00000163,04,报损出库,客户049,A类,大区经理3,WH-002-次仓,SKU-0025,物料-04,非自营-162,10097.98,B20260408-0163,零售,2026-04-08,员工10,22,27,4,XSCK02,2026-04-08 18:00:00,样品,DDCK02,,443.23,
2026-05-16,SO-00000164,02,正常出库,客户011,A类,大区经理1,WH-002-次仓,SKU-0009,物料-03,Brand B,27174.25,B20260516-0164,电商,2026-05-20,员工10,91,9,96,XSCK02,2026-05-20 15:00:00,,DDCK01,,45.97,
2026-04-22,SO-00000165,04,退货出库,客户002,C类,大区经理5,WH-001-主仓,SKU-0022,物料-17,非自营-164,22066.93,B20260422-0165,批发,2026-04-23,员工6,93,36,13,XSCK03,2026-04-23 19:00:00,正常,DDCK01,普通,416.55,SRC-00000165
2026-04-25,SO-00000166,02,退货出库,客户026,A类,大区经理2,WH-003-电商仓,SKU-0027,物料-28,Brand K,19566.65,B20260425-0166,零售,2026-04-25,员工9,15,93,79,XSCK03,2026-04-25 19:00:00,,DDCK02,普通,92.16,
2026-05-12,SO-00000167,02,调拨出库,客户036,C类,大区经理3,WH-003-电商仓,SKU-0009,物料-14,Brand L,33661.1,B20260512-0167,零售,2026-05-13,员工4,74,84,31,XSCK02,2026-05-13 09:00:00,促销,DDCK02,,53.4,
2026-05-07,SO-00000168,01,正常出库,客户033,C类,大区经理1,WH-001-主仓,SKU-0004,物料-02,Brand L,34556.28,B20260507-0168,直营,2026-05-09,员工5,84,79,49,XSCK02,2026-05-09 08:00:00,样品,DDCK01,调拨,109.14,SRC-00000168
2026-03-17,SO-00000169,01,退货出库,客户047,C类,大区经理3,WH-002-次仓,SKU-0015,物料-16,Brand J,2391.41,B20260317-0169,批发,2026-03-21,员工2,22,3,26,XSCK02,2026-03-21 11:00:00,,,调拨,60.3,
2026-04-08,SO-00000170,04,报损出库,客户013,C类,大区经理3,WH-003-电商仓,SKU-0011,物料-11,Brand B,17003.35,B20260408-0170,电商,2026-04-11,员工3,50,23,34,XSCK01,2026-04-11 08:00:00,,DDCK02,普通,265.28,
2026-04-08,SO-00000171,01,正常出库,客户040,C类,大区经理4,WH-001-主仓,SKU-0001,物料-25,非自营-170,20647.05,B20260408-0171,直营,2026-04-09,员工1,48,73,2,XSCK03,2026-04-09 09:00:00,正常,,普通,494.23,SRC-00000171
2026-04-24,SO-00000172,01,退货出库,客户025,B类,大区经理4,WH-001-主仓,SKU-0018,物料-13,非自营-171,4934.92,B20260424-0172,批发,2026-04-26,员工4,73,30,3,XSCK01,2026-04-26 10:00:00,正常,DDCK01,普通,26.82,
2026-06-03,SO-00000173,01,正常出库,客户004,C类,大区经理3,WH-002-次仓,SKU-0029,物料-01,Brand I,11871.45,B20260603-0173,直营,2026-06-06,员工2,51,19,6,XSCK02,2026-06-06 11:00:00,样品,DDCK02,调拨,235.95,
2026-04-10,SO-00000174,04,报损出库,客户042,B类,大区经理1,WH-001-主仓,SKU-0001,物料-25,Brand G,2676.93,B20260410-0174,批发,2026-04-13,员工2,96,67,76,XSCK03,2026-04-13 19:00:00,,DDCK01,普通,199.17,SRC-00000174
2026-05-12,SO-00000175,03,退货出库,客户019,A类,大区经理2,WH-003-电商仓,SKU-0008,物料-23,Brand J,49812.48,B20260512-0175,直营,2026-05-13,员工1,17,50,2,XSCK02,2026-05-13 19:00:00,促销,DDCK02,,176.41,
2026-05-25,SO-00000176,01,调拨出库,客户018,C类,大区经理2,WH-003-电商仓,SKU-0025,物料-02,Brand F,36854.2,B20260525-0176,电商,2026-05-25,员工10,83,48,80,XSCK01,2026-05-25 13:00:00,,DDCK02,调拨,172.61,
2026-06-08,SO-00000177,01,调拨出库,客户037,A类,大区经理5,WH-001-主仓,SKU-0016,物料-02,Brand A,4463.76,B20260608-0177,直营,2026-06-09,员工2,91,3,58,XSCK03,2026-06-09 15:00:00,样品,DDCK01,,448.56,SRC-00000177
2026-05-12,SO-00000178,04,正常出库,客户030,C类,大区经理5,WH-003-电商仓,SKU-0026,物料-21,非自营-177,1110.44,B20260512-0178,直营,2026-05-14,员工4,51,98,73,XSCK01,2026-05-14 16:00:00,,DDCK01,普通,19.3,
2026-03-12,SO-00000179,03,报损出库,客户019,B类,大区经理2,WH-001-主仓,SKU-0028,物料-29,Brand C,35992.46,B20260312-0179,直营,2026-03-15,员工6,37,66,0,XSCK03,2026-03-15 11:00:00,样品,,调拨,389.71,
2026-04-07,SO-00000180,01,退货出库,客户023,B类,大区经理3,WH-003-电商仓,SKU-0022,物料-05,Brand L,22015.69,B20260407-0180,批发,2026-04-08,员工7,98,27,27,XSCK02,2026-04-08 08:00:00,,DDCK01,普通,133.94,SRC-00000180
2026-05-12,SO-00000181,02,报损出库,客户016,B类,大区经理3,WH-002-次仓,SKU-0018,物料-04,Brand G,39361.16,B20260512-0181,批发,2026-05-12,员工7,49,87,58,XSCK03,2026-05-12 12:00:00,,DDCK01,调拨,197.81,
2026-05-27,SO-00000182,04,退货出库,客户001,A类,大区经理4,WH-003-电商仓,SKU-0022,物料-12,Brand G,46181.45,B20260527-0182,电商,2026-05-28,员工7,59,96,52,XSCK01,2026-05-28 12:00:00,正常,,普通,215.87,
2026-03-14,SO-00000183,01,正常出库,客户012,C类,大区经理4,WH-002-次仓,SKU-0009,物料-26,Brand K,30005.09,B20260314-0183,直营,2026-03-18,员工4,10,99,9,XSCK01,2026-03-18 16:00:00,样品,DDCK01,调拨,159.32,SRC-00000183
2026-05-20,SO-00000184,01,退货出库,客户024,A类,大区经理5,WH-002-次仓,SKU-0012,物料-26,Brand H,9436.71,B20260520-0184,零售,2026-05-20,员工5,30,40,70,XSCK01,2026-05-20 13:00:00,样品,,调拨,55.84,
2026-05-22,SO-00000185,02,报损出库,客户034,B类,大区经理2,WH-001-主仓,SKU-0019,物料-29,Brand D,39131.48,B20260522-0185,直营,2026-05-24,员工3,85,18,2,XSCK01,2026-05-24 12:00:00,正常,,调拨,66.02,
2026-04-07,SO-00000186,02,报损出库,客户008,A类,大区经理3,WH-002-次仓,SKU-0025,物料-28,Brand D,47795.01,B20260407-0186,零售,2026-04-10,员工1,21,27,6,XSCK02,2026-04-10 17:00:00,促销,DDCK01,,156.08,SRC-00000186
2026-03-20,SO-00000187,04,正常出库,客户018,B类,大区经理2,WH-003-电商仓,SKU-0018,物料-03,非自营-186,29053.54,B20260320-0187,零售,2026-03-21,员工8,34,11,8,XSCK01,2026-03-21 17:00:00,样品,,普通,412.69,
2026-05-12,SO-00000188,04,报损出库,客户048,B类,大区经理1,WH-003-电商仓,SKU-0027,物料-20,Brand K,34131.67,B20260512-0188,直营,2026-05-12,员工10,73,39,98,XSCK02,2026-05-12 12:00:00,,,普通,75.97,
2026-04-17,SO-00000189,02,退货出库,客户005,B类,大区经理2,WH-002-次仓,SKU-0005,物料-10,非自营-188,16939.99,B20260417-0189,零售,2026-04-21,员工7,98,19,89,XSCK03,2026-04-21 15:00:00,,,调拨,373.89,SRC-00000189
2026-05-01,SO-00000190,04,正常出库,客户026,C类,大区经理1,WH-001-主仓,SKU-0027,物料-20,非自营-189,19138.23,B20260501-0190,零售,2026-05-01,员工9,50,89,68,XSCK01,2026-05-01 18:00:00,,DDCK01,,151.55,
2026-04-24,SO-00000191,02,退货出库,客户030,C类,大区经理4,WH-002-次仓,SKU-0002,物料-18,Brand A,36759.26,B20260424-0191,直营,2026-04-28,员工10,76,7,12,XSCK03,2026-04-28 08:00:00,样品,DDCK01,调拨,442.9,
2026-04-04,SO-00000192,01,报损出库,客户013,B类,大区经理4,WH-003-电商仓,SKU-0007,物料-21,Brand D,46395.78,B20260404-0192,批发,2026-04-06,员工4,47,95,93,XSCK03,2026-04-06 12:00:00,促销,,普通,219.88,SRC-00000192
2026-05-29,SO-00000193,02,正常出库,客户019,A类,大区经理5,WH-003-电商仓,SKU-0027,物料-21,Brand A,31486.52,B20260529-0193,直营,2026-06-01,员工5,85,57,39,XSCK02,2026-06-01 08:00:00,样品,DDCK01,普通,94.14,
2026-05-09,SO-00000194,02,退货出库,客户029,A类,大区经理2,WH-002-次仓,SKU-0010,物料-21,Brand J,39513.41,B20260509-0194,电商,2026-05-11,员工5,84,2,61,XSCK01,2026-05-11 14:00:00,促销,DDCK02,调拨,493.06,
2026-04-12,SO-00000195,03,报损出库,客户003,C类,大区经理2,WH-002-次仓,SKU-0015,物料-27,Brand B,8664.59,B20260412-0195,零售,2026-04-13,员工7,6,38,61,XSCK02,2026-04-13 14:00:00,正常,,调拨,96.55,SRC-00000195
2026-06-07,SO-00000196,02,报损出库,客户026,B类,大区经理1,WH-002-次仓,SKU-0025,物料-27,Brand B,10676.76,B20260607-0196,电商,2026-06-07,员工9,50,5,9,XSCK01,2026-06-07 17:00:00,,DDCK02,调拨,288.13,
2026-05-02,SO-00000197,02,调拨出库,客户040,A类,大区经理4,WH-003-电商仓,SKU-0007,物料-10,Brand G,26648.53,B20260502-0197,零售,2026-05-06,员工8,63,78,86,XSCK03,2026-05-06 15:00:00,,DDCK01,普通,288.95,
2026-05-12,SO-00000198,03,报损出库,客户012,B类,大区经理1,WH-003-电商仓,SKU-0028,物料-01,Brand E,8910.05,B20260512-0198,批发,2026-05-16,员工7,12,82,10,XSCK02,2026-05-16 14:00:00,促销,DDCK02,调拨,192.68,SRC-00000198
2026-05-08,SO-00000199,04,退货出库,客户002,A类,大区经理4,WH-003-电商仓,SKU-0005,物料-06,Brand I,31786.25,B20260508-0199,零售,2026-05-08,员工1,41,36,75,XSCK01,2026-05-08 18:00:00,,DDCK01,调拨,476.23,
2026-05-02,SO-00000200,03,正常出库,客户011,C类,大区经理1,WH-001-主仓,SKU-0015,物料-11,非自营-199,14653.49,B20260502-0200,直营,2026-05-02,员工10,31,68,61,XSCK03,2026-05-02 16:00:00,正常,DDCK01,普通,423.5,
2026-03-23,SO-00000201,01,调拨出库,客户044,B类,大区经理4,WH-003-电商仓,SKU-0020,物料-02,Brand F,39597.48,B20260323-0201,零售,2026-03-24,员工6,2,88,76,XSCK02,2026-03-24 15:00:00,样品,,调拨,416.61,SRC-00000201
