brand_sales_no,stock_in_date,doc_no,order_tx_type,audit_date,material_code,material_name,receivable_qty,batch_no,warehouse,doc_status,expiry_date,model,stock_in_qty,remark,logistics_no,logistics_company,supplier_material_code,supplier_material_name
BS-00000524,2026-03-14,RK-00000524,02,2026-03-15,SKU-0006,物料-28,412,R20260314-0524,WH-002-次仓,已审核,2026-12-31,C型,771,,LG202603140524,中通,SUP-000524,供应商物料-524
BS-00000525,2026-05-03,RK-00000525,02,2026-05-05,SKU-0016,物料-10,932,R20260503-0525,WH-003-电商仓,未审核,2027-07-16,D型,227,破损,LG202605030525,申通,SUP-000525,供应商物料-525
BS-00000526,2026-04-06,RK-00000526,02,2026-04-07,SKU-0012,物料-22,738,R20260406-0526,WH-003-电商仓,已审核,2026-10-14,D型,584,正常,LG202604060526,顺丰,SUP-000526,供应商物料-526
BS-00000527,2026-03-15,RK-00000527,02,2026-03-16,SKU-0015,物料-03,497,R20260315-0527,WH-001-主仓,未审核,2027-12-25,D型,409,破损,LG202603150527,顺丰,SUP-000527,供应商物料-527
BS-00000528,2026-03-27,RK-00000528,02,2026-03-28,SKU-0007,物料-07,802,R20260327-0528,WH-002-次仓,已审核,2027-08-28,C型,738,破损,LG202603270528,申通,SUP-000528,供应商物料-528
BS-00000529,2026-05-22,RK-00000529,03,2026-05-24,SKU-0002,物料-25,414,R20260522-0529,WH-002-次仓,已审核,2027-07-21,A型,394,破损,LG202605220529,圆通,SUP-000529,供应商物料-529
BS-00000530,2026-05-04,RK-00000530,02,2026-05-05,SKU-0030,物料-30,388,R20260504-0530,WH-003-电商仓,未审核,2027-07-07,A型,862,破损,LG202605040530,顺丰,SUP-000530,供应商物料-530
BS-00000531,2026-03-27,RK-00000531,01,2026-03-29,SKU-0030,物料-11,290,R20260327-0531,WH-003-电商仓,已审核,2028-02-13,B型,73,破损,LG202603270531,圆通,SUP-000531,供应商物料-531
BS-00000532,2026-04-11,RK-00000532,03,2026-04-13,SKU-0029,物料-26,646,R20260411-0532,WH-001-主仓,已审核,2027-08-07,C型,221,破损,LG202604110532,申通,SUP-000532,供应商物料-532
BS-00000533,2026-06-06,RK-00000533,03,2026-06-07,SKU-0012,物料-12,700,R20260606-0533,WH-002-次仓,已审核,2028-04-28,B型,641,,LG202606060533,中通,SUP-000533,供应商物料-533
BS-00000534,2026-03-13,RK-00000534,01,2026-03-14,SKU-0020,物料-12,336,R20260313-0534,WH-002-次仓,已审核,2027-09-04,B型,78,破损,LG202603130534,申通,SUP-000534,供应商物料-534
BS-00000535,2026-05-23,RK-00000535,02,2026-05-25,SKU-0002,物料-13,44,R20260523-0535,WH-001-主仓,已审核,2027-01-01,D型,133,正常,LG202605230535,申通,SUP-000535,供应商物料-535
BS-00000536,2026-06-10,RK-00000536,01,2026-06-12,SKU-0030,物料-22,79,R20260610-0536,WH-003-电商仓,已审核,2027-10-21,D型,386,正常,LG202606100536,顺丰,SUP-000536,供应商物料-536
BS-00000537,2026-04-25,RK-00000537,01,2026-04-26,SKU-0004,物料-23,369,R20260425-0537,WH-002-次仓,未审核,2028-02-22,A型,666,破损,LG202604250537,中通,SUP-000537,供应商物料-537
BS-00000538,2026-05-04,RK-00000538,01,2026-05-05,SKU-0003,物料-08,699,R20260504-0538,WH-001-主仓,已审核,2027-08-20,A型,305,破损,LG202605040538,圆通,SUP-000538,供应商物料-538
BS-00000539,2026-05-09,RK-00000539,03,2026-05-10,SKU-0002,物料-04,920,R20260509-0539,WH-003-电商仓,已审核,2028-03-27,B型,367,正常,LG202605090539,圆通,SUP-000539,供应商物料-539
BS-00000540,2026-05-09,RK-00000540,02,2026-05-11,SKU-0018,物料-21,417,R20260509-0540,WH-001-主仓,已审核,2028-04-08,B型,650,破损,LG202605090540,中通,SUP-000540,供应商物料-540
BS-00000541,2026-04-02,RK-00000541,03,2026-04-04,SKU-0003,物料-20,570,R20260402-0541,WH-002-次仓,已审核,2027-08-20,B型,534,正常,LG202604020541,圆通,SUP-000541,供应商物料-541
BS-00000542,2026-04-14,RK-00000542,02,2026-04-16,SKU-0010,物料-01,589,R20260414-0542,WH-003-电商仓,已审核,2027-06-20,A型,795,正常,LG202604140542,顺丰,SUP-000542,供应商物料-542
BS-00000543,2026-05-23,RK-00000543,01,2026-05-24,SKU-0012,物料-06,528,R20260523-0543,WH-001-主仓,已审核,2027-09-22,B型,77,,LG202605230543,申通,SUP-000543,供应商物料-543
BS-00000544,2026-05-06,RK-00000544,03,2026-05-06,SKU-0004,物料-23,615,R20260506-0544,WH-001-主仓,已审核,2027-09-20,A型,888,,LG202605060544,圆通,SUP-000544,供应商物料-544
BS-00000545,2026-04-14,RK-00000545,02,2026-04-14,SKU-0023,物料-02,393,R20260414-0545,WH-001-主仓,已审核,2026-11-15,C型,279,正常,LG202604140545,顺丰,SUP-000545,供应商物料-545
BS-00000546,2026-04-06,RK-00000546,02,2026-04-06,SKU-0020,物料-22,90,R20260406-0546,WH-002-次仓,已审核,2027-07-20,C型,142,破损,LG202604060546,圆通,SUP-000546,供应商物料-546
BS-00000547,2026-05-21,RK-00000547,01,2026-05-21,SKU-0027,物料-14,447,R20260521-0547,WH-002-次仓,未审核,2028-03-19,B型,71,正常,LG202605210547,顺丰,SUP-000547,供应商物料-547
BS-00000548,2026-04-25,RK-00000548,03,2026-04-25,SKU-0007,物料-27,259,R20260425-0548,WH-002-次仓,已审核,2027-06-14,A型,170,正常,LG202604250548,圆通,SUP-000548,供应商物料-548
BS-00000549,2026-06-10,RK-00000549,03,2026-06-12,SKU-0020,物料-18,47,R20260610-0549,WH-001-主仓,已审核,2027-12-26,C型,35,破损,LG202606100549,圆通,SUP-000549,供应商物料-549
BS-00000550,2026-05-26,RK-00000550,03,2026-05-27,SKU-0019,物料-10,871,R20260526-0550,WH-002-次仓,已审核,2027-11-17,A型,768,,LG202605260550,中通,SUP-000550,供应商物料-550
BS-00000551,2026-05-31,RK-00000551,03,2026-06-01,SKU-0008,物料-29,54,R20260531-0551,WH-001-主仓,已审核,2027-08-09,A型,710,正常,LG202605310551,中通,SUP-000551,供应商物料-551
BS-00000552,2026-04-01,RK-00000552,03,2026-04-02,SKU-0003,物料-21,368,R20260401-0552,WH-001-主仓,已审核,2027-09-21,C型,973,,LG202604010552,顺丰,SUP-000552,供应商物料-552
BS-00000553,2026-04-23,RK-00000553,03,2026-04-24,SKU-0027,物料-01,146,R20260423-0553,WH-001-主仓,已审核,2026-11-13,B型,295,破损,LG202604230553,中通,SUP-000553,供应商物料-553
BS-00000554,2026-06-05,RK-00000554,03,2026-06-06,SKU-0015,物料-03,832,R20260605-0554,WH-003-电商仓,已审核,2026-12-02,B型,455,,LG202606050554,申通,SUP-000554,供应商物料-554
BS-00000555,2026-06-09,RK-00000555,01,2026-06-09,SKU-0008,物料-20,988,R20260609-0555,WH-001-主仓,已审核,2027-11-28,C型,839,破损,LG202606090555,中通,SUP-000555,供应商物料-555
BS-00000556,2026-04-19,RK-00000556,02,2026-04-20,SKU-0018,物料-04,829,R20260419-0556,WH-002-次仓,未审核,2027-02-10,D型,858,破损,LG202604190556,顺丰,SUP-000556,供应商物料-556
BS-00000557,2026-03-24,RK-00000557,01,2026-03-25,SKU-0029,物料-18,470,R20260324-0557,WH-001-主仓,已审核,2028-01-11,A型,741,,LG202603240557,中通,SUP-000557,供应商物料-557
BS-00000558,2026-04-22,RK-00000558,02,2026-04-22,SKU-0014,物料-08,376,R20260422-0558,WH-002-次仓,已审核,2028-01-20,D型,847,正常,LG202604220558,顺丰,SUP-000558,供应商物料-558
BS-00000559,2026-04-25,RK-00000559,02,2026-04-26,SKU-0019,物料-22,314,R20260425-0559,WH-003-电商仓,已审核,2027-02-11,B型,962,正常,LG202604250559,申通,SUP-000559,供应商物料-559
BS-00000560,2026-06-06,RK-00000560,02,2026-06-06,SKU-0004,物料-09,238,R20260606-0560,WH-003-电商仓,已审核,2027-06-15,A型,258,破损,LG202606060560,顺丰,SUP-000560,供应商物料-560
BS-00000561,2026-05-01,RK-00000561,03,2026-05-01,SKU-0003,物料-22,192,R20260501-0561,WH-001-主仓,已审核,2026-11-16,C型,100,,LG202605010561,顺丰,SUP-000561,供应商物料-561
BS-00000562,2026-03-28,RK-00000562,03,2026-03-30,SKU-0022,物料-19,476,R20260328-0562,WH-002-次仓,已审核,2027-07-06,B型,45,,LG202603280562,申通,SUP-000562,供应商物料-562
BS-00000563,2026-06-10,RK-00000563,02,2026-06-11,SKU-0009,物料-28,847,R20260610-0563,WH-003-电商仓,已审核,2028-03-08,B型,16,,LG202606100563,申通,SUP-000563,供应商物料-563
BS-00000564,2026-06-03,RK-00000564,02,2026-06-04,SKU-0010,物料-02,213,R20260603-0564,WH-003-电商仓,已审核,2028-02-20,B型,515,,LG202606030564,顺丰,SUP-000564,供应商物料-564
BS-00000565,2026-05-13,RK-00000565,03,2026-05-14,SKU-0008,物料-09,984,R20260513-0565,WH-003-电商仓,已审核,2027-02-01,C型,330,破损,LG202605130565,圆通,SUP-000565,供应商物料-565
BS-00000566,2026-03-18,RK-00000566,03,2026-03-18,SKU-0020,物料-03,632,R20260318-0566,WH-002-次仓,未审核,2027-06-14,C型,211,,LG202603180566,圆通,SUP-000566,供应商物料-566
BS-00000567,2026-05-05,RK-00000567,02,2026-05-07,SKU-0002,物料-22,908,R20260505-0567,WH-001-主仓,未审核,2027-12-08,D型,854,,LG202605050567,顺丰,SUP-000567,供应商物料-567
BS-00000568,2026-03-15,RK-00000568,02,2026-03-16,SKU-0026,物料-26,77,R20260315-0568,WH-001-主仓,已审核,2027-05-21,C型,562,正常,LG202603150568,中通,SUP-000568,供应商物料-568
BS-00000569,2026-04-11,RK-00000569,01,2026-04-11,SKU-0001,物料-02,878,R20260411-0569,WH-003-电商仓,已审核,2027-10-07,D型,553,破损,LG202604110569,顺丰,SUP-000569,供应商物料-569
BS-00000570,2026-05-06,RK-00000570,03,2026-05-06,SKU-0027,物料-07,559,R20260506-0570,WH-001-主仓,已审核,2027-07-19,A型,663,,LG202605060570,顺丰,SUP-000570,供应商物料-570
BS-00000571,2026-03-15,RK-00000571,03,2026-03-15,SKU-0004,物料-30,719,R20260315-0571,WH-003-电商仓,未审核,2027-11-18,A型,265,,LG202603150571,中通,SUP-000571,供应商物料-571
BS-00000572,2026-06-01,RK-00000572,02,2026-06-01,SKU-0016,物料-17,314,R20260601-0572,WH-002-次仓,未审核,2027-03-29,A型,170,破损,LG202606010572,申通,SUP-000572,供应商物料-572
BS-00000573,2026-06-03,RK-00000573,01,2026-06-05,SKU-0005,物料-25,613,R20260603-0573,WH-001-主仓,已审核,2028-04-29,B型,39,破损,LG202606030573,顺丰,SUP-000573,供应商物料-573
BS-00000574,2026-04-20,RK-00000574,03,2026-04-22,SKU-0018,物料-17,785,R20260420-0574,WH-002-次仓,已审核,2028-03-18,B型,466,正常,LG202604200574,圆通,SUP-000574,供应商物料-574
BS-00000575,2026-04-27,RK-00000575,01,2026-04-27,SKU-0014,物料-09,764,R20260427-0575,WH-001-主仓,未审核,2026-11-04,B型,271,破损,LG202604270575,申通,SUP-000575,供应商物料-575
BS-00000576,2026-04-30,RK-00000576,01,2026-05-01,SKU-0013,物料-27,637,R20260430-0576,WH-002-次仓,已审核,2026-11-05,C型,19,,LG202604300576,申通,SUP-000576,供应商物料-576
BS-00000577,2026-04-03,RK-00000577,03,2026-04-05,SKU-0016,物料-01,104,R20260403-0577,WH-002-次仓,已审核,2027-03-05,C型,724,正常,LG202604030577,顺丰,SUP-000577,供应商物料-577
BS-00000578,2026-05-01,RK-00000578,02,2026-05-02,SKU-0029,物料-01,734,R20260501-0578,WH-001-主仓,已审核,2027-03-17,D型,368,,LG202605010578,圆通,SUP-000578,供应商物料-578
BS-00000579,2026-04-18,RK-00000579,01,2026-04-19,SKU-0015,物料-08,255,R20260418-0579,WH-003-电商仓,未审核,2027-02-28,B型,285,破损,LG202604180579,中通,SUP-000579,供应商物料-579
BS-00000580,2026-03-20,RK-00000580,02,2026-03-22,SKU-0019,物料-17,694,R20260320-0580,WH-003-电商仓,已审核,2027-10-20,C型,866,破损,LG202603200580,中通,SUP-000580,供应商物料-580
BS-00000581,2026-05-11,RK-00000581,03,2026-05-12,SKU-0029,物料-08,806,R20260511-0581,WH-002-次仓,未审核,2028-01-23,A型,133,破损,LG202605110581,中通,SUP-000581,供应商物料-581
BS-00000582,2026-05-30,RK-00000582,01,2026-06-01,SKU-0004,物料-19,88,R20260530-0582,WH-002-次仓,已审核,2028-02-10,A型,639,正常,LG202605300582,圆通,SUP-000582,供应商物料-582
BS-00000583,2026-04-01,RK-00000583,02,2026-04-03,SKU-0019,物料-04,442,R20260401-0583,WH-003-电商仓,已审核,2027-06-21,C型,277,,LG202604010583,申通,SUP-000583,供应商物料-583
BS-00000584,2026-03-20,RK-00000584,01,2026-03-21,SKU-0024,物料-18,289,R20260320-0584,WH-001-主仓,已审核,2028-02-10,A型,287,,LG202603200584,申通,SUP-000584,供应商物料-584
BS-00000585,2026-04-05,RK-00000585,01,2026-04-06,SKU-0030,物料-13,670,R20260405-0585,WH-001-主仓,已审核,2027-07-05,A型,85,正常,LG202604050585,顺丰,SUP-000585,供应商物料-585
BS-00000586,2026-04-16,RK-00000586,01,2026-04-16,SKU-0013,物料-22,378,R20260416-0586,WH-002-次仓,已审核,2027-10-03,D型,535,破损,LG202604160586,申通,SUP-000586,供应商物料-586
BS-00000587,2026-04-23,RK-00000587,03,2026-04-25,SKU-0011,物料-07,288,R20260423-0587,WH-001-主仓,已审核,2027-01-20,A型,627,,LG202604230587,申通,SUP-000587,供应商物料-587
BS-00000588,2026-05-28,RK-00000588,02,2026-05-29,SKU-0028,物料-26,360,R20260528-0588,WH-002-次仓,未审核,2027-04-08,B型,185,破损,LG202605280588,中通,SUP-000588,供应商物料-588
BS-00000589,2026-05-31,RK-00000589,01,2026-06-02,SKU-0018,物料-03,235,R20260531-0589,WH-001-主仓,未审核,2027-03-17,C型,703,破损,LG202605310589,中通,SUP-000589,供应商物料-589
BS-00000590,2026-04-08,RK-00000590,02,2026-04-08,SKU-0025,物料-14,933,R20260408-0590,WH-002-次仓,已审核,2026-11-17,C型,45,,LG202604080590,中通,SUP-000590,供应商物料-590
BS-00000591,2026-05-14,RK-00000591,03,2026-05-14,SKU-0011,物料-09,937,R20260514-0591,WH-001-主仓,已审核,2027-06-08,B型,966,破损,LG202605140591,申通,SUP-000591,供应商物料-591
BS-00000592,2026-04-25,RK-00000592,01,2026-04-25,SKU-0022,物料-03,415,R20260425-0592,WH-002-次仓,未审核,2027-09-29,A型,576,,LG202604250592,顺丰,SUP-000592,供应商物料-592
BS-00000593,2026-05-06,RK-00000593,01,2026-05-06,SKU-0001,物料-07,455,R20260506-0593,WH-003-电商仓,未审核,2027-10-26,D型,279,,LG202605060593,申通,SUP-000593,供应商物料-593
BS-00000594,2026-04-28,RK-00000594,01,2026-04-28,SKU-0015,物料-15,332,R20260428-0594,WH-003-电商仓,未审核,2027-10-20,D型,11,正常,LG202604280594,顺丰,SUP-000594,供应商物料-594
BS-00000595,2026-03-19,RK-00000595,02,2026-03-19,SKU-0024,物料-04,639,R20260319-0595,WH-003-电商仓,已审核,2027-08-11,B型,265,,LG202603190595,申通,SUP-000595,供应商物料-595
BS-00000596,2026-03-25,RK-00000596,02,2026-03-25,SKU-0010,物料-05,82,R20260325-0596,WH-003-电商仓,已审核,2027-11-05,A型,523,正常,LG202603250596,圆通,SUP-000596,供应商物料-596
BS-00000597,2026-03-26,RK-00000597,01,2026-03-26,SKU-0022,物料-28,527,R20260326-0597,WH-002-次仓,未审核,2028-02-11,B型,582,破损,LG202603260597,申通,SUP-000597,供应商物料-597
BS-00000598,2026-04-19,RK-00000598,02,2026-04-21,SKU-0004,物料-09,330,R20260419-0598,WH-001-主仓,已审核,2027-06-04,D型,372,正常,LG202604190598,圆通,SUP-000598,供应商物料-598
BS-00000599,2026-04-05,RK-00000599,02,2026-04-06,SKU-0006,物料-03,31,R20260405-0599,WH-002-次仓,已审核,2027-03-20,A型,116,破损,LG202604050599,顺丰,SUP-000599,供应商物料-599
BS-00000600,2026-05-13,RK-00000600,01,2026-05-15,SKU-0002,物料-16,188,R20260513-0600,WH-002-次仓,未审核,2027-12-17,B型,143,正常,LG202605130600,申通,SUP-000600,供应商物料-600
BS-00000601,2026-05-09,RK-00000601,01,2026-05-11,SKU-0017,物料-16,717,R20260509-0601,WH-002-次仓,已审核,2027-06-26,B型,418,破损,LG202605090601,申通,SUP-000601,供应商物料-601
BS-00000602,2026-05-25,RK-00000602,01,2026-05-26,SKU-0012,物料-19,118,R20260525-0602,WH-001-主仓,已审核,2028-04-23,A型,460,,LG202605250602,顺丰,SUP-000602,供应商物料-602
BS-00000603,2026-04-09,RK-00000603,03,2026-04-10,SKU-0022,物料-25,381,R20260409-0603,WH-002-次仓,已审核,2027-08-03,D型,544,正常,LG202604090603,中通,SUP-000603,供应商物料-603
BS-00000604,2026-03-14,RK-00000604,01,2026-03-14,SKU-0024,物料-09,706,R20260314-0604,WH-003-电商仓,已审核,2026-12-18,A型,594,,LG202603140604,中通,SUP-000604,供应商物料-604
BS-00000605,2026-04-19,RK-00000605,01,2026-04-20,SKU-0029,物料-29,465,R20260419-0605,WH-003-电商仓,已审核,2027-06-25,D型,360,,LG202604190605,圆通,SUP-000605,供应商物料-605
BS-00000606,2026-04-02,RK-00000606,01,2026-04-04,SKU-0005,物料-20,576,R20260402-0606,WH-002-次仓,已审核,2027-08-02,C型,37,破损,LG202604020606,申通,SUP-000606,供应商物料-606
BS-00000607,2026-04-21,RK-00000607,01,2026-04-21,SKU-0024,物料-01,238,R20260421-0607,WH-003-电商仓,已审核,2027-11-08,D型,546,破损,LG202604210607,中通,SUP-000607,供应商物料-607
BS-00000608,2026-03-31,RK-00000608,01,2026-04-02,SKU-0019,物料-17,947,R20260331-0608,WH-003-电商仓,未审核,2027-01-27,D型,876,破损,LG202603310608,顺丰,SUP-000608,供应商物料-608
BS-00000609,2026-03-30,RK-00000609,01,2026-03-31,SKU-0029,物料-12,957,R20260330-0609,WH-001-主仓,已审核,2027-02-04,C型,74,破损,LG202603300609,顺丰,SUP-000609,供应商物料-609
BS-00000610,2026-03-24,RK-00000610,01,2026-03-26,SKU-0006,物料-09,966,R20260324-0610,WH-002-次仓,已审核,2027-05-13,B型,203,正常,LG202603240610,申通,SUP-000610,供应商物料-610
BS-00000611,2026-06-10,RK-00000611,01,2026-06-12,SKU-0017,物料-22,540,R20260610-0611,WH-002-次仓,已审核,2027-07-15,B型,216,,LG202606100611,圆通,SUP-000611,供应商物料-611
BS-00000612,2026-03-30,RK-00000612,03,2026-03-30,SKU-0029,物料-05,373,R20260330-0612,WH-003-电商仓,已审核,2026-11-26,D型,308,破损,LG202603300612,顺丰,SUP-000612,供应商物料-612
BS-00000613,2026-05-30,RK-00000613,02,2026-05-30,SKU-0019,物料-29,906,R20260530-0613,WH-002-次仓,已审核,2028-01-02,C型,49,,LG202605300613,申通,SUP-000613,供应商物料-613
BS-00000614,2026-05-16,RK-00000614,03,2026-05-18,SKU-0020,物料-28,434,R20260516-0614,WH-002-次仓,已审核,2027-05-01,C型,473,正常,LG202605160614,圆通,SUP-000614,供应商物料-614
BS-00000615,2026-05-15,RK-00000615,03,2026-05-16,SKU-0021,物料-15,968,R20260515-0615,WH-003-电商仓,已审核,2028-02-29,A型,32,破损,LG202605150615,中通,SUP-000615,供应商物料-615
BS-00000616,2026-03-14,RK-00000616,01,2026-03-14,SKU-0003,物料-26,225,R20260314-0616,WH-003-电商仓,未审核,2026-09-23,D型,698,正常,LG202603140616,申通,SUP-000616,供应商物料-616
BS-00000617,2026-04-04,RK-00000617,01,2026-04-06,SKU-0008,物料-13,57,R20260404-0617,WH-002-次仓,已审核,2027-06-27,C型,785,正常,LG202604040617,圆通,SUP-000617,供应商物料-617
BS-00000618,2026-04-18,RK-00000618,01,2026-04-18,SKU-0005,物料-19,474,R20260418-0618,WH-001-主仓,已审核,2026-12-07,B型,137,,LG202604180618,顺丰,SUP-000618,供应商物料-618
BS-00000619,2026-03-13,RK-00000619,01,2026-03-13,SKU-0023,物料-03,681,R20260313-0619,WH-003-电商仓,未审核,2027-10-26,C型,272,,LG202603130619,中通,SUP-000619,供应商物料-619
BS-00000620,2026-05-06,RK-00000620,02,2026-05-07,SKU-0005,物料-02,955,R20260506-0620,WH-002-次仓,已审核,2027-03-12,C型,798,正常,LG202605060620,顺丰,SUP-000620,供应商物料-620
BS-00000621,2026-05-30,RK-00000621,02,2026-06-01,SKU-0030,物料-13,919,R20260530-0621,WH-003-电商仓,已审核,2028-04-25,C型,44,正常,LG202605300621,顺丰,SUP-000621,供应商物料-621
BS-00000622,2026-04-17,RK-00000622,03,2026-04-19,SKU-0024,物料-07,282,R20260417-0622,WH-002-次仓,已审核,2027-08-10,C型,496,破损,LG202604170622,中通,SUP-000622,供应商物料-622
BS-00000623,2026-03-15,RK-00000623,02,2026-03-17,SKU-0017,物料-09,617,R20260315-0623,WH-002-次仓,已审核,2027-11-11,B型,110,,LG202603150623,申通,SUP-000623,供应商物料-623
BS-00000624,2026-05-28,RK-00000624,03,2026-05-30,SKU-0019,物料-22,39,R20260528-0624,WH-001-主仓,已审核,2027-03-19,C型,746,正常,LG202605280624,申通,SUP-000624,供应商物料-624
BS-00000625,2026-05-31,RK-00000625,01,2026-06-02,SKU-0019,物料-10,642,R20260531-0625,WH-003-电商仓,已审核,2027-07-20,D型,750,正常,LG202605310625,申通,SUP-000625,供应商物料-625
BS-00000626,2026-04-24,RK-00000626,03,2026-04-24,SKU-0026,物料-01,888,R20260424-0626,WH-001-主仓,已审核,2026-11-02,C型,620,,LG202604240626,顺丰,SUP-000626,供应商物料-626
BS-00000627,2026-04-25,RK-00000627,03,2026-04-25,SKU-0010,物料-22,956,R20260425-0627,WH-003-电商仓,已审核,2027-05-27,B型,91,正常,LG202604250627,顺丰,SUP-000627,供应商物料-627
BS-00000628,2026-05-31,RK-00000628,02,2026-05-31,SKU-0003,物料-16,875,R20260531-0628,WH-001-主仓,已审核,2027-10-21,D型,326,破损,LG202605310628,申通,SUP-000628,供应商物料-628
BS-00000629,2026-06-03,RK-00000629,03,2026-06-03,SKU-0022,物料-11,997,R20260603-0629,WH-003-电商仓,已审核,2027-02-05,C型,988,正常,LG202606030629,申通,SUP-000629,供应商物料-629
BS-00000630,2026-04-27,RK-00000630,01,2026-04-28,SKU-0025,物料-24,199,R20260427-0630,WH-001-主仓,未审核,2027-11-18,B型,339,正常,LG202604270630,中通,SUP-000630,供应商物料-630
BS-00000631,2026-04-06,RK-00000631,01,2026-04-07,SKU-0013,物料-08,161,R20260406-0631,WH-001-主仓,已审核,2027-01-02,D型,205,,LG202604060631,顺丰,SUP-000631,供应商物料-631
BS-00000632,2026-05-31,RK-00000632,01,2026-06-02,SKU-0016,物料-30,385,R20260531-0632,WH-003-电商仓,已审核,2027-03-10,C型,423,,LG202605310632,圆通,SUP-000632,供应商物料-632
BS-00000633,2026-05-26,RK-00000633,01,2026-05-27,SKU-0012,物料-26,264,R20260526-0633,WH-001-主仓,已审核,2028-01-21,C型,886,破损,LG202605260633,申通,SUP-000633,供应商物料-633
BS-00000634,2026-03-20,RK-00000634,02,2026-03-20,SKU-0022,物料-13,712,R20260320-0634,WH-001-主仓,已审核,2027-07-16,C型,518,正常,LG202603200634,申通,SUP-000634,供应商物料-634
BS-00000635,2026-05-30,RK-00000635,03,2026-05-30,SKU-0021,物料-16,663,R20260530-0635,WH-003-电商仓,已审核,2027-12-09,D型,490,破损,LG202605300635,顺丰,SUP-000635,供应商物料-635
BS-00000636,2026-04-28,RK-00000636,03,2026-04-28,SKU-0028,物料-03,767,R20260428-0636,WH-003-电商仓,已审核,2027-10-07,A型,77,正常,LG202604280636,申通,SUP-000636,供应商物料-636
BS-00000637,2026-04-11,RK-00000637,03,2026-04-11,SKU-0017,物料-13,43,R20260411-0637,WH-002-次仓,已审核,2027-03-31,C型,402,正常,LG202604110637,申通,SUP-000637,供应商物料-637
BS-00000638,2026-05-05,RK-00000638,03,2026-05-05,SKU-0002,物料-17,196,R20260505-0638,WH-003-电商仓,已审核,2027-11-27,B型,282,,LG202605050638,顺丰,SUP-000638,供应商物料-638
BS-00000639,2026-06-10,RK-00000639,01,2026-06-12,SKU-0016,物料-21,888,R20260610-0639,WH-002-次仓,已审核,2028-01-15,A型,308,破损,LG202606100639,申通,SUP-000639,供应商物料-639
BS-00000640,2026-03-12,RK-00000640,02,2026-03-14,SKU-0011,物料-06,458,R20260312-0640,WH-001-主仓,已审核,2026-12-04,C型,880,正常,LG202603120640,中通,SUP-000640,供应商物料-640
BS-00000641,2026-06-10,RK-00000641,03,2026-06-10,SKU-0001,物料-10,95,R20260610-0641,WH-003-电商仓,已审核,2027-08-12,B型,865,正常,LG202606100641,圆通,SUP-000641,供应商物料-641
BS-00000642,2026-05-09,RK-00000642,03,2026-05-11,SKU-0012,物料-09,682,R20260509-0642,WH-002-次仓,已审核,2027-11-05,C型,962,,LG202605090642,顺丰,SUP-000642,供应商物料-642
BS-00000643,2026-03-22,RK-00000643,02,2026-03-23,SKU-0006,物料-18,885,R20260322-0643,WH-003-电商仓,已审核,2026-12-15,B型,880,,LG202603220643,中通,SUP-000643,供应商物料-643
BS-00000644,2026-03-13,RK-00000644,03,2026-03-14,SKU-0019,物料-30,127,R20260313-0644,WH-002-次仓,已审核,2027-12-08,C型,150,,LG202603130644,顺丰,SUP-000644,供应商物料-644
BS-00000645,2026-04-26,RK-00000645,02,2026-04-26,SKU-0028,物料-17,632,R20260426-0645,WH-002-次仓,已审核,2027-12-11,B型,194,破损,LG202604260645,顺丰,SUP-000645,供应商物料-645
BS-00000646,2026-03-12,RK-00000646,03,2026-03-14,SKU-0029,物料-07,67,R20260312-0646,WH-003-电商仓,已审核,2027-12-06,B型,675,破损,LG202603120646,顺丰,SUP-000646,供应商物料-646
BS-00000647,2026-05-20,RK-00000647,02,2026-05-20,SKU-0005,物料-02,27,R20260520-0647,WH-001-主仓,已审核,2028-04-09,A型,198,正常,LG202605200647,圆通,SUP-000647,供应商物料-647
BS-00000648,2026-05-21,RK-00000648,03,2026-05-23,SKU-0022,物料-11,888,R20260521-0648,WH-001-主仓,已审核,2027-05-10,A型,583,破损,LG202605210648,中通,SUP-000648,供应商物料-648
BS-00000649,2026-05-16,RK-00000649,01,2026-05-16,SKU-0021,物料-18,880,R20260516-0649,WH-002-次仓,已审核,2027-06-08,D型,28,,LG202605160649,圆通,SUP-000649,供应商物料-649
BS-00000650,2026-03-13,RK-00000650,03,2026-03-13,SKU-0003,物料-03,149,R20260313-0650,WH-002-次仓,已审核,2027-07-18,B型,90,,LG202603130650,顺丰,SUP-000650,供应商物料-650
BS-00000651,2026-05-19,RK-00000651,01,2026-05-19,SKU-0018,物料-14,467,R20260519-0651,WH-001-主仓,已审核,2027-11-20,B型,507,破损,LG202605190651,申通,SUP-000651,供应商物料-651
BS-00000652,2026-03-24,RK-00000652,02,2026-03-25,SKU-0018,物料-20,715,R20260324-0652,WH-003-电商仓,已审核,2027-07-29,A型,551,正常,LG202603240652,圆通,SUP-000652,供应商物料-652
BS-00000653,2026-03-30,RK-00000653,01,2026-04-01,SKU-0012,物料-13,651,R20260330-0653,WH-003-电商仓,已审核,2028-02-11,D型,648,正常,LG202603300653,申通,SUP-000653,供应商物料-653
BS-00000654,2026-06-02,RK-00000654,03,2026-06-04,SKU-0018,物料-23,975,R20260602-0654,WH-001-主仓,已审核,2027-02-22,B型,227,正常,LG202606020654,顺丰,SUP-000654,供应商物料-654
